Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary
Run the Burg for Autism,06/06/20,Hamburg,New York,running,5km,https://www.jpsfoundation.org/run.html,info@jpsfoundation.org,"Run the ’Burg for Autism is one of the premier Western New York 5K run/walks through the Village of Hamburg. Next year’s Run the ’Burg will take place on June 6, 2020, marking the 9th year of this family-friendly event"
Vineyard 5K,06/06/20,Southold,New York,running,5km,https://runsignup.com/Race/Register/?raceId=54934,,Join us for a 5K or 1 mile run through Duck Walk Vineyards in Southold. Come for an exciting race and enjoy what Long Island’s East End has to offer.
Vineyard 5K,06/06/20,Southold,New York,running,1mi,https://runsignup.com/Race/Register/?raceId=54934,,Join us for a 5K or 1 mile run through Duck Walk Vineyards in Southold. Come for an exciting race and enjoy what Long Island’s East End has to offer.
5K Schlep,06/07/20,New York,New York,running,5km,https://5kschlep.com/nyc-race,afrmc@afrmc.org,"We invite you to schlep with us on Sunday, June 7, as we raise awareness for breast, ovarian and prostate cancer. Proceeds benefit Israel's Rabin Medical Center."
Brooklyn Beach Run,06/07/20,Brooklyn,New York,running,13.1mi,https://www.active.com/brooklyn-ny/running/distance-running-races/the-brooklyn-beach-half-2020?afid=156210&ltcmp=254301&ltclickid=12_51536031_a536c345-0614-47ae-af96-7bef4e85c5b9&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,Brooklyn Beach Half Marathon. Bring it! The Half Marathon run is on a marked course on the boardwalk. It's a great way to build on your long run and enjoy the sea breeze! Electronic timing not only for your final time! You will receive splits for every loop as well!
Capital Region Heart Walk & Run,06/07/20,Albany,New York,running,5km,https://www2.heart.org/site/SPageServer/?pagename=heartwalk_register&fr_id=4965,,"By participating in the Heart Walk, you’re joining a million Heart Walk Heroes from across the nation raising funds for lifesaving science. Science that can teach us all how to live longer and be Healthy For Good."
Distinguished Service Race 8 Mile,06/07/20,Albany,New York,running,8mi,https://www.hmrrc.com/races/2020/hmrrc-distinguished-service-race-8-miler,sally_drake67@yahoo.com,"This is a club race, free for members."
Girls on the Run 5K - Southern Tier,06/07/20,Addison,New York,running,5km,https://www.raceplanner.com/register/index/girls-on-the-run-of-the-southern-tier-spring-2020-season?sid=3b6a134b2e4047599ad5a6a4f41a37da&fh=0,gotrst@ihsnet.org,The season culminates with a 5k event where all Girls on the Run participants come together to celebrate girl power in a season ending 5k run. Each team has a minimum of 8 girls and a maximum of 15.
Girls on the Run 5K,06/07/20,Rochester,New York,running,5km,https://www.gotrst.org/5K,kelly.fisher@girlsontherun.org,"The 5K will be a 3.1 mile run around the MCC campus. Runner check-in and StarPower Hour will be in Parking Lot G.Parking is in Lots G and M. Handicap Parking is in Lot N. Traffic will be rerouted to the outside lane, one direction only, for the entire time that runners are on the course -- from 10 AM till at least 11 AM or later."
Independence Series - Day 5 - NY,06/07/20,Port Jervis,New York,running,26.2mi,https://endurancecui.active.com/new/eventseries/54553/select-race?_p=12839871547996862,Daniel@MainlyMarathons.com,"World's Best Marathon & Half Series! No Time Limits, Great Food, Award Winning Medals, Loony Community, We RUN this country, TOGETHER!"
Independence Series - Day 5 - NY,06/07/20,Port Jervis,New York,running,13.1mi,https://endurancecui.active.com/new/eventseries/54553/select-race?_p=12839871547996862,Daniel@MainlyMarathons.com,"World's Best Marathon & Half Series! No Time Limits, Great Food, Award Winning Medals, Loony Community, We RUN this country, TOGETHER!"
Race The Lake,06/07/20,Cooperstown,New York,running,26.2mi,https://racethelake.itsyourrace.com/register/,info@clarksportscenter.com,"The Race will circle clockwise around the picturesque Otsego Lake. Runners will travel through Cooperstown, Springfield, Middlefield and the Town of Otsego. You will have views of the lake almost all the way as you pass Glimmerglass Opera, The Farmers Museum, The Otesaga Resort Hotel and several other landmarks"
Race The Lake,06/07/20,Cooperstown,New York,running,13.1mi,https://racethelake.itsyourrace.com/register/,info@clarksportscenter.com,"The Race will circle clockwise around the picturesque Otsego Lake. Runners will travel through Cooperstown, Springfield, Middlefield and the Town of Otsego. You will have views of the lake almost all the way as you pass Glimmerglass Opera, The Farmers Museum, The Otesaga Resort Hotel and several other landmarks"
Race The Lake,06/07/20,Cooperstown,New York,running,5km,https://racethelake.itsyourrace.com/register/,info@clarksportscenter.com,"The Race will circle clockwise around the picturesque Otsego Lake. Runners will travel through Cooperstown, Springfield, Middlefield and the Town of Otsego. You will have views of the lake almost all the way as you pass Glimmerglass Opera, The Farmers Museum, The Otesaga Resort Hotel and several other landmarks"
Fleet Feet Dirt Cheap Trail Series Race - #3,06/10/20,Penfield,New York,running,4 mile trail run,https://runsignup.com/Race/Register/?raceId=6347&eventId=364802,,"Join us for this super-cool, mid-week, low-key fun trail race series at different parks around Monroe County. There are 5 races offered from April-August. You can register for each race separately, or commit to the entire series."
Brooklyn-Queens Brewery Express,06/13/20,Queens,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=44629&eventId=326171,,"The street race that takes you through multiple neighborhoods of Brooklyn and Queens over 13.1 miles is back again! If you missed last year you don't want to miss out this time. Registration reaches capacity every year, don’t hesitate there is no waiting list."
Good News Rockland Run,06/13/20,Valley Cottage,New York,running,10km,https://runsignup.com/Race/Register/?raceId=80976,,Enjoy the gorgeous landscape as you race once or twice around Rockland Lake. This 5k/10k event is fun for the whole family and you have a great opportunity to raise funds for a worthy cause.
Good News Rockland Run,06/13/20,Valley Cottage,New York,running,5km,https://runsignup.com/Race/Register/?raceId=80976,,Enjoy the gorgeous landscape as you race once or twice around Rockland Lake. This 5k/10k event is fun for the whole family and you have a great opportunity to raise funds for a worthy cause.
Gorges Ithaca Half Marathon,06/13/20,Ithaca,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=26751&eventId=346252,ak235@cornell.edu,"The Gorges Ithaca Half Marathon, presented by Cayuga Medical Center, brings you a taste of gorges Ithaca. The course follows the Black Diamond Rail Trail and paved Cayuga Waterfront Trail, offering a fantastically fast and scenic half marathon."
Patriot 5K/10K Run/Walk,06/13/20 (tentative),Rome,New York,running,10km,https://runsignup.com/Race/Register/?raceId=30720,,BLACK FRIDAY SPECIAL! SIGN UP FOR $20.00 FROM 12am TO 11:59pm. After that it goes up to $25.
Patriot 5K/10K Run/Walk,06/13/20 (tentative),Rome,New York,running,5km,https://runsignup.com/Race/Register/?raceId=30720,,BLACK FRIDAY SPECIAL! SIGN UP FOR $20.00 FROM 12am TO 11:59pm. After that it goes up to $25.
Run to the End,06/13/20,Rochester,New York,running,5km,https://runtotheend.com/,alexi@rcalvary.org,"Your participation in Run To The End 2020 will help this ground-breaking work to continue and take steps towards making our world a safe, more hopeful one for the young girls in Bangladesh."
Run to the End,06/13/20,Rochester,New York,running,Kids Run,https://runtotheend.com/,alexi@rcalvary.org,"Your participation in Run To The End 2020 will help this ground-breaking work to continue and take steps towards making our world a safe, more hopeful one for the young girls in Bangladesh."
Spartan Race - Tri-State NY,06/13/20,Tuxedo,New York,running,Kids Run,https://www.spartan.com/en/race/detail/5738/overview,,"The Sprint may be our shortest distance race, but it's still a favorite amongst both new and returning racers. It's the perfect distance for those looking to start their Spartan Journey.  Delivering 20 obstacles over 5K,  you'll never run the same race twice. Once you complete the sprint you are 1/3 on your spartan TRIFECTA: The ultimate Spartan achievement "
Spartan Race - Tri-State NY,06/13/20,Tuxedo,New York,running,3m obstacle run,https://www.spartan.com/en/race/detail/5738/overview,,"The Sprint may be our shortest distance race, but it's still a favorite amongst both new and returning racers. It's the perfect distance for those looking to start their Spartan Journey.  Delivering 20 obstacles over 5K,  you'll never run the same race twice. Once you complete the sprint you are 1/3 on your spartan TRIFECTA: The ultimate Spartan achievement "
Tavern Cup,06/13/20,Brooklyn,New York,running,13.1mi,https://www.active.com/brooklyn-ny/running/distance-running-races/tavern-cup-10k-2020,RaceGuys@TrimaraSports.com,The ultimate Brooklyn Beer run is back! Runners take their mark and run a fast and furious 10k for the holy grail of beverages.. beer! This is a race that is capped off with a proper post race awards party at a local pub to quench your unbridled thirst from a hard day running the pavement.
Hope Runs Here 5K,06/14/20,Shirley,New York,running,5km,https://runsignup.com/Race/Register/?raceId=56443,,"The 4th Annual Orangetheory Fitness Hope Runs Here 5K Run/Walk will take place at Smith Point County Park Beach in Shirley, NY. The event features a fast course with beautiful water views. The event starts and finishes at the Smith Point County Park Beach. Enjoy a great post-race party, high quality technical shirts, and great award medals. This event is USA Track & Field certified event."
Lake Placid Marathon,06/14/20,Lake Placid,New York,running,26.2mi,https://runsignup.com/Race/Register/?raceId=53467,info@lakeplacidmarathon.com,"The 15th Annual Lake Placid Marathon & Half is a premier early season race hosted in the historic Olympic Village of Lake Placid, New York USA home of the 1932 and 1980 Winter Olympic Games surrounded by the beautiful Adirondack Mountains."
Lake Placid Marathon,06/14/20,Lake Placid,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=53467,info@lakeplacidmarathon.com,"The 15th Annual Lake Placid Marathon & Half is a premier early season race hosted in the historic Olympic Village of Lake Placid, New York USA home of the 1932 and 1980 Winter Olympic Games surrounded by the beautiful Adirondack Mountains."
Noah Farrelly Run,06/14/20,Binghamton,New York,running,10km,https://runsignup.com/Race/NY/Binghamton/TheNoahFarrellyRunSouthsideFieldDay,,"Join us for a day of fun for the whole family as we celebrate the memory of Noah Farrelly and his love of running, friendly competition, and his Binghamton hometown! Lace up your athletic shoes for a range of race and field day events, or just come hang out and enjoy food, music, and a variety of kids’ activities."
Noah Farrelly Run,06/14/20,Binghamton,New York,running,5km,https://runsignup.com/Race/NY/Binghamton/TheNoahFarrellyRunSouthsideFieldDay,,"Join us for a day of fun for the whole family as we celebrate the memory of Noah Farrelly and his love of running, friendly competition, and his Binghamton hometown! Lace up your athletic shoes for a range of race and field day events, or just come hang out and enjoy food, music, and a variety of kids’ activities."
Noah Farrelly Run,06/14/20,Binghamton,New York,running,Kids Run,https://runsignup.com/Race/NY/Binghamton/TheNoahFarrellyRunSouthsideFieldDay,,"Join us for a day of fun for the whole family as we celebrate the memory of Noah Farrelly and his love of running, friendly competition, and his Binghamton hometown! Lace up your athletic shoes for a range of race and field day events, or just come hang out and enjoy food, music, and a variety of kids’ activities."
SSG Michael Ollis Memorial 5K,06/14/20,Staten Island,New York,running,5km,https://runsignup.com/Race/NY/StatenIsland/Ollis,,"Welcome to the 4th Annual SSG Michael Ollis 5K Run & 2-Mile Walk, the First Leg in the Staten Island Triple Crown Series. Since the inaugural event 3 years ago, the Ollis has grown into one of Staten Island's largest and running events. We are excited for year 4 of the race and look forward to seeing everyone on Sunday, June 14th in New Dorp."
SSG Michael Ollis Memorial 5K,06/14/20,Staten Island,New York,running,2mi,https://runsignup.com/Race/NY/StatenIsland/Ollis,,"Welcome to the 4th Annual SSG Michael Ollis 5K Run & 2-Mile Walk, the First Leg in the Staten Island Triple Crown Series. Since the inaugural event 3 years ago, the Ollis has grown into one of Staten Island's largest and running events. We are excited for year 4 of the race and look forward to seeing everyone on Sunday, June 14th in New Dorp."
