Name,Date,Location/City,State,Category,Distance,Website/Reg Link,Contact Email,Summary
FUCE 5K,6/21/2020,Metuchen,New Jersey,running,5km,https://runsignup.com/Race/NJ/Metuchen/FUCE5KFamilyRun,,Join us for the 11th Annual Fuce 5K Family Fun Run/Walk. Bring the whole family to walk/run  while raising money for local families in need.
Delaware and Raritan Canal parkrun,6/27/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Run the Vineyards - 5K - Summer Scurry for Sangrias,6/27/2020,Rio Grande,New Jersey,running,5km,https://runsignup.com/Race/NJ/RioGrande/RuntheVineyardsSummerScurryforSangria,,"We love Hawk Haven Winery and this Summer evening 5K run!  Join the fun and enjoy the finish with cold fresh Sangria, Food, and Live Music as the sun sets!"
Run the Vineyards - 1mi - Summer Scurry for Sangrias,6/27/2020,Rio Grande,New Jersey,running,1mi,https://runsignup.com/Race/NJ/RioGrande/RuntheVineyardsSummerScurryforSangria,,"We love Hawk Haven Winery and this Summer evening 5K run!  Join the fun and enjoy the finish with cold fresh Sangria, Food, and Live Music as the sun sets!"
Midnight Squatchapalooza,6/28/2020,Columbus,New Jersey,running,6H,https://ultrasignup.com/register.aspx?did=70912,sassquadtrailrunning@gmail.com,"An ultramarathon that begins at midnight? YES, YES, YES! Join us on Sunday June 28th at the Burlington County Fairgrounds for the Midnight Squatchapalooza! Runners can sign up to squatch for 12 hours, 6 hours, 3 hours, or a 5K. Don't miss out on the biggest Sassquad Trail Party of 2020!"
Midnight Squatchapalooza,6/28/2020,Columbus,New Jersey,running,3H,https://ultrasignup.com/register.aspx?did=70912,sassquadtrailrunning@gmail.com,"An ultramarathon that begins at midnight? YES, YES, YES! Join us on Sunday June 28th at the Burlington County Fairgrounds for the Midnight Squatchapalooza! Runners can sign up to squatch for 12 hours, 6 hours, 3 hours, or a 5K. Don't miss out on the biggest Sassquad Trail Party of 2020!"
Midnight Squatchapalooza,6/28/2020,Columbus,New Jersey,running,5km,https://ultrasignup.com/register.aspx?did=70912,sassquadtrailrunning@gmail.com,"An ultramarathon that begins at midnight? YES, YES, YES! Join us on Sunday June 28th at the Burlington County Fairgrounds for the Midnight Squatchapalooza! Runners can sign up to squatch for 12 hours, 6 hours, 3 hours, or a 5K. Don't miss out on the biggest Sassquad Trail Party of 2020!"
Midnight Squatchapalooza,6/28/2020,Columbus,New Jersey,running,12H,https://ultrasignup.com/register.aspx?did=70912,sassquadtrailrunning@gmail.com,"An ultramarathon that begins at midnight? YES, YES, YES! Join us on Sunday June 28th at the Burlington County Fairgrounds for the Midnight Squatchapalooza! Runners can sign up to squatch for 12 hours, 6 hours, 3 hours, or a 5K. Don't miss out on the biggest Sassquad Trail Party of 2020!"
Delaware and Raritan Canal parkrun,7/4/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Pitman Freedom Four Miler Run,7/4/2020,Pitman,New Jersey,running,4mi,https://runsignup.com/Race/NJ/Pitman/PitmanFreedomFourMilerRun,,The 39th Annual Pitman Freedom Four Mile Road Race. An Independence Day run through one of South Jersey's most picturesque towns!
Woodstown Firecracker 5K,7/4/2020,Woodstown,New Jersey,running,5km,https://runsignup.com/Race/NJ/Woodstown/WoodstownFirecracker5k,,The 19th Annual Bob Madden Memorial Woodstown 4th of July Firecracker 5K. All proceeds benefit the Woodstown-Pilesgrove Business Association. Special Finishers medal to all that complete the race this year!!
Woodstown Firecracker 5K - 1mi,7/4/2020,Woodstown,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Woodstown/WoodstownFirecracker5k,,The 19th Annual Bob Madden Memorial Woodstown 4th of July Firecracker 5K. All proceeds benefit the Woodstown-Pilesgrove Business Association. Special Finishers medal to all that complete the race this year!!
Belmar Five Mile Run,7/11/2020,Belmar,New Jersey,running,5mi,https://runsignup.com/Race/NJ/Belmar/BelmarFiveMileRun,,
Delaware and Raritan Canal parkrun,7/11/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Fat Sass Switchback Challenge,7/11/2020,Millburn,New Jersey,running,6H,https://ultrasignup.com/register.aspx?did=70972,sassquadtrailrunning@gmail.com,"Join us on July 11, 2020 for the Fat Sass Switchback Challenge! Runners can sign-up for a 5K (3 loops) 3 hours or 6 hours. The 1 mile loop with 291 ft elevation gain starts and finishes at the Locust Grove Picnic Area off of Glen Ave in Millburn, NJ at the South Mountain Reservation. We will be collecting non-perishable food donations for “Livingston Neighbors Helping Neighbors”, an awesome local non-profit that assists local families in need! The most needed items currently include: cereal, granola bars, breakfast bars, kids snacks, tuna/canned chicken, boxed milk, brown rice, tomato sauce, peanut butter, almond butter, jelly, canned fruit, toilet paper, paper towels, shampoo and conditioner. They are NOT in need of: beans, mac and cheese, pasta or canned veggies."
Fat Sass Switchback Challenge,7/11/2020,Millburn,New Jersey,running,3H,https://ultrasignup.com/register.aspx?did=70972,sassquadtrailrunning@gmail.com,"Join us on July 11, 2020 for the Fat Sass Switchback Challenge! Runners can sign-up for a 5K (3 loops) 3 hours or 6 hours. The 1 mile loop with 291 ft elevation gain starts and finishes at the Locust Grove Picnic Area off of Glen Ave in Millburn, NJ at the South Mountain Reservation. We will be collecting non-perishable food donations for “Livingston Neighbors Helping Neighbors”, an awesome local non-profit that assists local families in need! The most needed items currently include: cereal, granola bars, breakfast bars, kids snacks, tuna/canned chicken, boxed milk, brown rice, tomato sauce, peanut butter, almond butter, jelly, canned fruit, toilet paper, paper towels, shampoo and conditioner. They are NOT in need of: beans, mac and cheese, pasta or canned veggies."
Fat Sass Switchback Challenge,7/11/2020,Millburn,New Jersey,running,5km,https://ultrasignup.com/register.aspx?did=70972,sassquadtrailrunning@gmail.com,"Join us on July 11, 2020 for the Fat Sass Switchback Challenge! Runners can sign-up for a 5K (3 loops) 3 hours or 6 hours. The 1 mile loop with 291 ft elevation gain starts and finishes at the Locust Grove Picnic Area off of Glen Ave in Millburn, NJ at the South Mountain Reservation. We will be collecting non-perishable food donations for “Livingston Neighbors Helping Neighbors”, an awesome local non-profit that assists local families in need! The most needed items currently include: cereal, granola bars, breakfast bars, kids snacks, tuna/canned chicken, boxed milk, brown rice, tomato sauce, peanut butter, almond butter, jelly, canned fruit, toilet paper, paper towels, shampoo and conditioner. They are NOT in need of: beans, mac and cheese, pasta or canned veggies."
Foam Glow - New Jersey,7/11/2020,Millville,New Jersey,running,5km,https://www.active.com/millville-nj/running/distance-running-races/foam-glow-new-jersey-free-2020,,"Foam Glow 5K™ is a fun filled experience exposing runners to Glowing Foam and a ton of Blacklight’s all over the course. Glowing runners come from all different ages, shapes, sizes, and speeds. Whether you are a long term runner or a walk around the park stroller, the 3 miles of the Foam Glow 5K™ course will have you shining bright and waiting for the next run."
Stone Harbor Fitness Challenge 5K,7/12/2020,Stone Harbor,New Jersey,running,5km,https://raceroster.com/events/2020/28435/stone-harbor-fitness-challenge-5k,jason@shipshapebody.com,"COME JOIN US FOR the 7th Annual Stone Harbor Fitness Challenge 5K in beautiful Stone Harbor, NJ @ 82nd St/1st Avenue"
Stone Harbor Fitness Challenge 5K - 2mi,7/12/2020,Stone Harbor,New Jersey,running,2mi,https://raceroster.com/events/2020/28435/stone-harbor-fitness-challenge-5k,jason@shipshapebody.com,"COME JOIN US FOR the 7th Annual Stone Harbor Fitness Challenge 5K in beautiful Stone Harbor, NJ @ 82nd St/1st Avenue"
Your First Mud Run - Garret Mountain,7/12/2020,Woodland Park,New Jersey,running,2mi,https://runsignup.com/Race/NJ/WoodlandPark/YourFirstMudRunatGarretMountain,,"Your First Mud Run is the ONLY mud run in the country designed so both parents and kids can run together. Our courses are 1.5 - 2 miles and include 8 - 12 obstacles that are designed for adults and kids. If you ever thought about doing a mud run, ours is the perfect ""first timer"" event! Anyone 5 years old and up can participate in the fun! We are the largest ""family friendly"" and ""first timer"" Mud Run in the country!"
Your First Mud Run - Garret Mountain,7/12/2020,Woodland Park,New Jersey,running,1.5mi,https://runsignup.com/Race/NJ/WoodlandPark/YourFirstMudRunatGarretMountain,,"Your First Mud Run is the ONLY mud run in the country designed so both parents and kids can run together. Our courses are 1.5 - 2 miles and include 8 - 12 obstacles that are designed for adults and kids. If you ever thought about doing a mud run, ours is the perfect ""first timer"" event! Anyone 5 years old and up can participate in the fun! We are the largest ""family friendly"" and ""first timer"" Mud Run in the country!"
Run the Vineyards - Rock the Night Away 5K,7/14/2020,Hammonton,New Jersey,running,5km,https://runsignup.com/Race/NJ/Hammonton/RuntheVineyardsRocktheNightAway5K,Ken@gooddayforarun.com,"Join us for our 7th year! Fun and energizing Summer Tuesday evening Run starts while listening to a Live Rock Cover Band, heard throughout the race and then during the after party while having wine with the sunset as your backdrop. ***This race sells out every year- DON'T WAIT TO REGISTER!!"
Delaware and Raritan Canal parkrun,7/18/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
MuckFest - New Jersey,7/18/2020,,New Jersey,running,5km,,,
Rugged Maniac Obstacle Race - New Jersey,7/18/2020,Englishtown,New Jersey,running,3mi,https://runsignup.com/Race/NJ/Englishtown/RuggedManiacNewJersey,https://ruggedraces.zendesk.com/hc/en-us,"COME OUT AND PLAY! Remember when you were a kid and you used to run around outside with your friends climbing trees, jumping in puddles, playing tag, and just plain having fun? Well Rugged Maniac is simply an adult version of that! We build 25+ epic obstacles for you and your friends to play on (like fire jumps, water slides, trampolines, and underground tunnels), put them in a 3-mile course, and then throw a crazy party with plenty of beer and music!"
Rugged Maniac Obstacle Race - New Jersey,7/19/2020,Englishtown,New Jersey,running,3mi,https://runsignup.com/Race/NJ/Englishtown/RuggedManiacNewJersey,https://ruggedraces.zendesk.com/hc/en-us,"COME OUT AND PLAY! Remember when you were a kid and you used to run around outside with your friends climbing trees, jumping in puddles, playing tag, and just plain having fun? Well Rugged Maniac is simply an adult version of that! We build 25+ epic obstacles for you and your friends to play on (like fire jumps, water slides, trampolines, and underground tunnels), put them in a 3-mile course, and then throw a crazy party with plenty of beer and music!"
