Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary,,,
Dairylicious Days Run/Walk - 5M,"Jun 13, 2020",Westfield,Wisconsin,running,5mi,https://results.rmraces.live/Tortoise-Hare-Wausau/events/2020/2020-dairylicious-days-runwalk,rick.huxtable@gmail.com,"Registration 8:00 AM. Start: 9:00 AM. 5 mile run – 2 mile run – 2 mile fun walk – Kids ¼ mile run Pioneer Park. 316 E. Pioneer Park Rd Westfield, WI 53964. $20 by May 31st. $25 day of the race.",Cancelled,,
Dairylicious Days Run/Walk - 2M,"Jun 13, 2020",Westfield,Wisconsin,running,2mi,https://results.rmraces.live/Tortoise-Hare-Wausau/events/2020/2020-dairylicious-days-runwalk,rick.huxtable@gmail.com,"Registration 8:00 AM. Start: 9:00 AM. 5 mile run – 2 mile run – 2 mile fun walk – Kids ¼ mile run Pioneer Park. 316 E. Pioneer Park Rd Westfield, WI 53964. $20 by May 31st. $25 day of the race.",Cancelled,,
Ethan's Run Against Addiction,"Jun 13, 2020",Greenfield,Wisconsin,running,5km,https://runsignup.com/Race/WI/Greenfield/EthansRunAgainstAddiction?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,,"Ethan Monson-Dupuis died at age 25 from an accidental heroin overdose in 2016.  Join us in the effort to destigmatize addiction.  Help raise awareness that addiction is a brain disease, not a character flaw or lack of will power. Run or walk in honor of someone who is in recovery or who had lost their fight.",Switched to Virtual,,"Contact Form / Rescheduled from June 13 to August 22, 2020"
Herd Immunity 5K,"Jun 13, 2020",Oconomowoc,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Oconomowoc/scsejune6,info@silvercirclesportsevents.com,"It is finally time to get back to racing! Join Silver Circle Sports Events, LLC as we reopen the race season. There are a ton of safety procedures in place for everyone's protection. We ask that you follow them exactly as outlined. We have worked diligently with the appropriate entities on these procedures and if we are going to continue to reopen the running market, it is up to the running community to prove we can do it safely! Let's run!",Ongoing,,
Howard Temin Lakeshore Path parkrun,"Jun 13, 2020",Madison,Wisconsin,running,5km,https://www.parkrun.us/howardteminlakeshorepath/,howardteminlakeshorepath@parkrun.com,"The event takes place at Alumni Park, 724 Langdon St, Madison, WI 53706.",Cancelled,,
Kewaskum Historic Hustle 5K,"Jun 13, 2020",Kewaskum,Wisconsin,running,5km,https://runsignup.com/Race/WI/Kewaskum/historichustle,kewaskum125th@gmail.com,Run through time and celebrate Kewaskum's 125th Anniversary at the Kewaskum Historic Hustle 5K Run/Walk.,Cancelled,,
Never Forgotten Honor Flight 5K,"Jun 13, 2020",Wausau,Wisconsin,running,5km,https://bullfallsbrewery.com/Gift-Shop/p/bfb5,bullfallshf5k@gmail.com,Join us in celebrating our 11th Anniversary of the Bull Falls Brewery Bock Fest and Never Forgotten Honor Flight 5K Run/Walk!,Ongoing,,
Norsk Run - 2M,"Jun 13, 2020",Mt. Horeb,Wisconsin,running,2mi,https://mthorebsummerfrolic.com/home-html/events/norsk-run/,info@mthorebsummerfrolic.com,"The 2-mile course begins near the upper Grundahl Park shelter on Parkway Drive, turning left on South Blue Mounds Road until reaching a turnaround point at the 1-mile mark and returning to the finish line in the Grundahl Park driveway adjacent to right field on the ball diamond.",Cancelled,,
Norsk Run - 5M,"Jun 13, 2020",Mt. Horeb,Wisconsin,running,5mi,https://mthorebsummerfrolic.com/home-html/events/norsk-run/,info@mthorebsummerfrolic.com,"The 5-mile course begins near the upper Grundahl Park shelter on Parkway Drive, turning left on South Blue Mounds Road. South Blue Mounds Road becomes Sand Rock Road. Continue south on Sand Rock Road until the 2.5-mile marker, turn around and head for the finish line on the same course.",Cancelled,,
Run with Angels,"Jun 13, 2020",Kohler,Wisconsin,running,5km,https://runwithangels.org/index.php/run-with-angels-register/,,This will be the fifth year that The Blind Horse hosts an intimate dinner to benefit a charity on top of the race day proceeds.,Postponed,,"Contact Form / Rescheduled fromm June 13 to October 10, 2020"
Wisconsin Brewery Running Series - Lakefront Brewery,"Jun 13, 2020",Milwaukee,Wisconsin,running,5km,https://www.eventbrite.com/e/beer-run-lakefront-part-of-the-2020-wisconsin-brewery-running-series-registration-85587712151,sarah.lockwood@breweryrunningseries.com,"We are the Wisconsin Brewery Running Series and we run for beer! Join us at Lakefront Brewing on Saturday, June 13th at 11 AM for a 5k-ish course that starts and ends at this awesome brewery. Weave through the surrounding area at whatever pace you like, no matter what there’s a beer waiting for you at the finish line!",Ongoing,,
Five Fifty Fifty Run/Walk for Mental Health,"Jun 14, 2020",Milwaukee,Wisconsin,running,5km,https://raceroster.com/events/2020/27594/milwaukee-wi-2020-runwalk-for-mental-health-5k-50-states-50-days,meg@fivefiftyfifty.com,"Be part of our journey to raise awareness and understanding for mental illness in all 50 states in 50 days This will be a non-competitive 5k run/walk on Sunday, June 14th at 9 AM.",Ongoing,,
Hallelujah Hustle 5K,"Jun 14, 2020",Oxford,Wisconsin,running,5km ,http://hallelujahhustle.com/register/,,The Hallelujah Hustle is a 5k run/walk that was started in 2006 as a fun way to motivate people to get active and stay healthy.,Switched to Virtual,,Contact Form
La Crosse Wine Beer Run 5K,"Jun 14, 2020",La Crosse,Wisconsin,running,5km,https://runsignup.com/Race/WI/LaCrosse/LaCrosseWineBeerRun5kRunWalk,andy@J3Timing.com,"Love Wine or Beer?  Like Walking or Running? This race is for you! Race Swag: All participants will receive a race t-shirt, souvenir glass, *new finisher medal* and your choice of a glass of wine or beer at the finish line after the race!  Under 21?  We still have soda's for you, so your drink ticket is still good!",Switched to Virtual,,
W.I.N.G.S. 5K,"Jun 15, 2020",Luck,Wisconsin,running,5km,http://www.wingsontheweb.org/golf.html,craig.miles1956@gmail.com,10th Annual 5K Walk/Run. Take this time to join us and the WINGS Foundation and help make a  difference.,Cancelled,,
MJC 5K Run for Justice,"Jun 17, 2020",Milwaukee,Wisconsin,running,5km,https://runsignup.com/Race/WI/Milwaukee/MJC5kRUNFORJUSTICE,,"The MJC 5k Run for Justice benefits the Milwaukee Justice Center, the self-help center in the Milwaukee County Courthouse offering assistance to those who cannot afford an attorney and are representing themselves in civil cases.",Cancelled,,Contact Form
Superun For Fallen Heroes 5K,"Jun 17, 2020",Milwaukee,Wisconsin,running,5km,https://thedriven.net/event-registration/site.race_reg/eid/36037135678?&,davegavnski@juno.com,"When you participate in this event, not only are you getting the benefits of a family-friendly, fun course to run especially on a weeknight but you are raising funds for the Milwaukee Police Departments ""Fallen Heroes Fund"".  No, we're NOT like the others as we are actually giving ALL of our profits to this worthy cause.",Cancelled,,
Socially Distanced 5K Trail Run Series,"Jun 18, 2020",Verona,Wisconsin,running,5km,https://runsignup.com/Race/WI/Verona/SociallyDistancedTrailRunSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,raceday@racedayevents.com,"Join us for the first Socially Distanced 5K Trail Run Series at Badger Prairie Park. This event is not your average trail run!  It is perfect for beginners who want to dip their toes into trail running. Set at the perfect county park located just east of Verona, Badger Prairie Park serves as the center of the Ice Age Trail Junction Area and is equipped with rolling hills and grassy trails.  Don't want to do the whole series? You can select to participate in individual events as well! See you out on the trails!",Ongoing,,
Strides Against Diabetes 5K,"Jun 18, 2020",Baraboo,Wisconsin,running,5km,https://www.eventbrite.com/e/postponed-running-of-the-lions-2020-baraboos-8th-annual-strides-against-diabetes-5k-fun-runwalk-registration-90729862461?aff=erelexpmlt,baraboolions@gmail.com,A weekday evening 5K and Fun Run / Walk to raise awareness and to educate people on diabetes. 100% funds stays in the area.,Postponed,"June 29, 2020",Date is TBA
Bridge 2 Bridge Run,"Jun 20, 2020",Wisconsin Rapids,Wisconsin,running,5mi,https://www.active.com/wisconsin-rapids-wi/running/distance-running-races/bridge-2-bridge-5k-5m-run-walk-sat-aug-29-2020,,"The 5K Run/Walk and 5 mile run will begin/end at Witter Field, take participants along the Wisconsin River, across two bridges through the downtown area and then back to the finish line.  This race is a celebration of our beautiful community and the downtown area of Wisconsin Rapids.  Proceeds from the event race benefit the SWC YMCA's chronic disease programs;",Postponed,,"Rescheduled from June 20 to August 29, 2020 / Facebook Contact"
Bridge 2 Bridge Run,"Jun 20, 2020",Wisconsin Rapids,Wisconsin,running,5km,https://www.active.com/wisconsin-rapids-wi/running/distance-running-races/bridge-2-bridge-5k-5m-run-walk-sat-aug-29-2020,,"The 5K Run/Walk and 5 mile run will begin/end at Witter Field, take participants along the Wisconsin River, across two bridges through the downtown area and then back to the finish line.  This race is a celebration of our beautiful community and the downtown area of Wisconsin Rapids.  Proceeds from the event race benefit the SWC YMCA's chronic disease programs;",Postponed,,"Rescheduled from June 20 to August 29, 2020 / Facebook Contact"
Gold Ribbon Run - 10K,"Jun 20, 2020",Hobart,Wisconsin,running,10km,https://runsignup.com/Race/WI/Hobart/GoldRibbonRun,david.konshak78@gmail.com,"Run/Walk for Children with Cancer-5K Run/Walk, 10K Run, 1 Mile Kids Run",Ongoing,,
Gold Ribbon Run - 5K,"Jun 20, 2020",Hobart,Wisconsin,running,5km,https://runsignup.com/Race/WI/Hobart/GoldRibbonRun,david.konshak78@gmail.com,"Run/Walk for Children with Cancer-5K Run/Walk, 10K Run, 1 Mile Kids Run",Ongoing,,
Golden Kettle Trail Series - McMiller - 3M,"Aug 15, 2020",Whitewater,Wisconsin,running,3mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 15, 2020"
Golden Kettle Trail Series - McMiller - 6.5M,"Aug 15, 2020",Whitewater,Wisconsin,running,6.5mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 15, 2020"
Golden Kettle Trail Series - McMiller - 11M,"Aug 15, 2020",Whitewater,Wisconsin,running,11mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 15, 2020"
Golden Kettle Trail Series - Nordic - 3.6M,"Aug 30, 2020",Whitewater,Wisconsin,running,3.6mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 30, 2020"
Golden Kettle Trail Series - Nordic - 6.4M,"Aug 30, 2020",Whitewater,Wisconsin,running,6.4mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 30, 2020"
Golden Kettle Trail Series - Nordic - 9.2M,"Aug 30, 2020",Whitewater,Wisconsin,running,9.2mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 30, 2020"
Golden Kettle - Oleson Cabin - 3.5M,"Oct 3, 2020",Whitewater,Wisconsin,running,3.5mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 30, 2020"
